0,DLP_stickers_001,DecoraBall,38,-1,42,336,0,"0
0
0
-1
0"
1,DLP_stickers_002,Scegli una capsula.,0,-1,54,1080,0,"0
0
0
-1
0"
2,DLP_stickers_003,Che cosa vuoi fare?,0,-1,54,1080,0,"0
0
0
-1
0"
3,DLP_stickers_004,Vuoi uscire senza modificare la capsula?,0,-1,54,1080,0,"0
0
0
-1
0"
4,DLP_stickers_005,Non puoi attaccare altri bolli.,0,-1,54,1080,0,"0
0
0
-1
0"
5,DLP_stickers_006,Non ci sono più bolli.,0,-1,54,1080,0,"0
0
0
-1
0"
6,DLP_stickers_007,Vuoi staccare tutti i bolli dalla capsula?,0,-1,54,1080,0,"0
0
0
-1
0"
7,DLP_stickers_022,Hai staccato tutti i bolli.,0,-1,54,1080,0,"0
0
0
-1
0"
8,DLP_stickers_023,Con quale capsula vuoi sostituirla?,0,-1,54,1080,0,"0
0
0
-1
0"
21,DLP_stickers_010,Conferma,83,-1,32,320,0,"0
0
0
-1
0"
23,DLP_stickers_011,Indietro,83,-1,32,320,0,"0
0
0
-1
0"
24,DLP_stickers_012,Cambia modalità,83,-1,32,320,0,"0
0
0
-1
0"
25,DLP_stickers_013,Cambia lista,83,-1,32,320,0,"0
0
0
-1
0"
26,DLP_stickers_014,Attacca bollo,83,-1,32,320,0,"0
0
0
-1
0"
27,DLP_stickers_015,Prendi bollo,83,-1,32,320,0,"0
0
0
-1
0"
33,DLP_stickers_016,Assegna Pokémon,95,-1,32,576,0,"0
0
0
-1
0"
34,DLP_stickers_017,Rimuovi Pokémon,95,-1,32,576,0,"0
0
0
-1
0"
35,DLP_stickers_018,Attacca bolli,95,-1,32,576,0,"0
0
0
-1
0"
36,DLP_stickers_019,Stacca tutti i bolli,95,-1,32,576,0,"0
0
0
-1
0"
37,DLP_stickers_020,Sposta,95,-1,32,576,0,"0
0
0
-1
0"
38,DLP_stickers_021,Annulla,95,-1,32,576,0,"0
0
0
-1
0"
9,DLP_stickers_024,Hai sostituito la capsula.,0,-1,54,1080,0,"0
0
0
-1
0"
10,DLP_stickers_025,Non puoi attaccare bolli su questa capsula.,0,-1,54,1080,0,"0
0
0
-1
0"
0,,,0,0,0,0,0,
11,DLP_stickers_027,Non hai bolli da poter attaccare.,0,-1,54,1080,0,"0
0
0
-1
0"
12,DLP_stickers_028,Vuoi copiare su questa capsula?,0,-1,54,1080,0,"0
0
0
-1
0"
13,DLP_stickers_029,"Non puoi copiarla su questa capsula perché
ci sono già dei bolli attaccati.",0,-1,54,1080,0,"0
0
0
-1
0"
14,DLP_stickers_030,Non puoi fare una copia sulla stessa capsula.,0,-1,54,1080,0,"0
0
0
-1
0"
15,DLP_stickers_031,Non hai tutti i bolli necessari per fare la copia.,0,-1,54,1080,0,"0
0
0
-1
0"
16,DLP_stickers_032,"Vuoi fare una copia parziale utilizzando solo
i bolli che hai?",0,-1,54,1080,0,"0
0
0
-1
0"
17,DLP_stickers_033,Hai copiato la capsula.,0,-1,54,1080,0,"0
0
0
-1
0"
18,DLP_stickers_034,"La copia non è riuscita perché non hai
i bolli necessari.",0,-1,54,1080,0,"0
0
0
-1
0"
19,DLP_stickers_035,"Se cambi modalità, i bolli già attaccati
verranno tolti.",0,-1,54,1080,0,"0
0
0
-1
0"
20,DLP_stickers_036,Vuoi cambiare modalità?,0,-1,54,1080,0,"0
0
0
-1
0"
28,DLP_stickers_053,Rimuovi bollo,83,-1,32,320,0,"0
0
0
-1
0"
29,DLP_stickers_054,Visuale iniziale,83,-1,32,320,0,"0
0
0
-1
0"
30,DLP_stickers_055,Pausa,83,-1,32,320,0,"0
0
0
-1
0"
31,DLP_stickers_056,Cambia telecamera,83,-1,32,320,0,"0
0
0
-1
0"
39,DLP_stickers_037,Copia,95,-1,32,576,0,"0
0
0
-1
0"
40,DLP_stickers_038,Sì,95,-1,32,576,0,"0
0
0
-1
0"
41,DLP_stickers_039,No,95,-1,32,576,0,"0
0
0
-1
0"
42,DLP_stickers_040,Riproduci,82,-1,32,256,0,"0
0
0
-1
0"
44,DLP_stickers_041,Ruota,82,-1,32,256,0,"0
0
0
-1
0"
45,DLP_stickers_042,{tag:0},165,-1,32,96,0,"0
0
0
-1
0",0,2,1,1,0,205,,0
