0,BTL_STRID_SET_Dead,{tag:0} fainted!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
1,BTL_STRID_SET_Dead_Y,The wild {tag:0} fainted!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
2,BTL_STRID_SET_Dead_E,The opposing {tag:0} fainted!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
3,BTL_STRID_SET_Dead_T,{tag:0}’s {tag:1} fainted!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0
4,BTL_STRID_SET_Relive,{tag:0} recovered from fainting!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
5,BTL_STRID_SET_Relive_Y,The wild {tag:0} recovered from fainting!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
6,BTL_STRID_SET_Relive_E,The opposing {tag:0} recovered from fainting!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
7,BTL_STRID_SET_Relive_T,{tag:0}’s {tag:1} recovered from fainting!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0
8,BTL_STRID_SET_AffGood_1,It’s super effective on {tag:0}!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
9,BTL_STRID_SET_AffGood_1_Y,It’s super effective on the wild {tag:0}!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
10,BTL_STRID_SET_AffGood_1_E,It’s super effective on the opposing {tag:0}!,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
11,BTL_STRID_SET_AffGood_1_T,It’s super effective on {tag:0}’s {tag:1}!,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0
12,BTL_STRID_SET_AffGood_2,"It’s super effective on {tag:0}
and {tag:1}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
13,BTL_STRID_SET_AffGood_2_Y,"It’s super effective on the wild {tag:0}
and {tag:1}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
14,BTL_STRID_SET_AffGood_2_E,"It’s super effective on the opposing {tag:0}
and {tag:1}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
15,BTL_STRID_SET_AffGood_2_T,"It’s super effective on {tag:0}’s {tag:1}
and {tag:2}!",2,-1,54,1620,1,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
16,BTL_STRID_SET_AffGood_3,"It’s super effective on {tag:0}, {tag:1},
and {tag:2}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
17,BTL_STRID_SET_AffGood_3_Y,"It’s super effective on the wild {tag:0},
{tag:1}, and {tag:2}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
18,BTL_STRID_SET_AffGood_3_E,"It’s super effective on the opposing {tag:0},
{tag:1}, and {tag:2}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
19,BTL_STRID_SET_AffGood_3_T,"It’s super effective on {tag:0}’s {tag:1},
{tag:2}, and {tag:3}!",2,-1,54,1620,1,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
20,BTL_STRID_SET_AffGood_4,"It’s super effective on {tag:0}, {tag:1},
{tag:2}, and {tag:3}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
21,BTL_STRID_SET_AffGood_4_Y,"It’s super effective on the wild {tag:0}, {tag:1},
{tag:2}, and {tag:3}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
22,BTL_STRID_SET_AffGood_4_E,"It’s super effective on the opposing {tag:0}, {tag:1},
{tag:2}, and {tag:3}!",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
23,BTL_STRID_SET_AffGood_4_T,"It’s super effective on {tag:0}’s {tag:1},
{tag:2}, {tag:3}, and {tag:4}!",2,-1,54,1620,1,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
24,BTL_STRID_SET_AffBad_1,It’s not very effective on {tag:0}.,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
25,BTL_STRID_SET_AffBad_1_Y,It’s not very effective on the wild {tag:0}.,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
26,BTL_STRID_SET_AffBad_1_E,It’s not very effective on the opposing {tag:0}.,2,-1,54,1620,0,"-1
0
0
-1
0",0,1,2,0,0,0,,0
27,BTL_STRID_SET_AffBad_1_T,It’s not very effective on {tag:0}’s {tag:1}.,2,-1,54,1620,0,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0
28,BTL_STRID_SET_AffBad_2,"It’s not very effective on {tag:0}
or {tag:1}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
29,BTL_STRID_SET_AffBad_2_Y,"It’s not very effective on the wild {tag:0}
or {tag:1}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
30,BTL_STRID_SET_AffBad_2_E,"It’s not very effective on the opposing {tag:0}
or {tag:1}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
31,BTL_STRID_SET_AffBad_2_T,"It’s not very effective on {tag:0}’s
{tag:1} or {tag:2}.",2,-1,54,1620,1,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0,1,1,2,0,0,0,,0
32,BTL_STRID_SET_AffBad_3,"It’s not very effective on {tag:0}, {tag:1},
or {tag:2}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
33,BTL_STRID_SET_AffBad_3_Y,"It’s not very effective on the wild {tag:0},
{tag:1}, or {tag:2}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
34,BTL_STRID_SET_AffBad_3_E,"It’s not very effective on the opposing {tag:0},
{tag:1}, or {tag:2}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
35,BTL_STRID_SET_AffBad_3_T,"It’s not very effective on {tag:0}’s
{tag:1}, {tag:2}, or {tag:3}.",2,-1,54,1620,1,"-1
0
0
-1
0",10,1,0,0,0,0,,0,0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0
36,BTL_STRID_SET_AffBad_4,"It’s not very effective on {tag:0}, {tag:1},
{tag:2}, or {tag:3}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
37,BTL_STRID_SET_AffBad_4_Y,"It’s not very effective on the wild {tag:0}, {tag:1},
{tag:2}, or {tag:3}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
38,BTL_STRID_SET_AffBad_4_E,"It’s not very effective on the opposing {tag:0},
{tag:1}, {tag:2}, or {tag:3}.",2,-1,54,1620,1,"-1
0
0
-1
0",0,1,2,0,0,0,,0,1,1,2,0,0,0,,0,2,1,2,0,0,0,,0,3,1,2,0,0,0,,0
