132,msg_partner_553,{tag:0} is nodding at you.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
0,msg_partner_002,{tag:0} is clinging to you!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
1,msg_partner_003,{tag:0} got mad all of a sudden!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
2,msg_partner_004,"{tag:0} is looking a bit down in
the dumps...",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
3,msg_partner_005,"{tag:0} is cuddling up against you!
Brrr, it’s so cold!",0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
4,msg_partner_006,{tag:0} looks really happy!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
133,msg_partner_554,"A strange sound is coming
from {tag:0}...",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
134,msg_partner_555,"{tag:0} is growling in a way that
sounds almost like speech...",0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
135,msg_partner_556,"{tag:0} is investigating
its surroundings...",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
136,msg_partner_557,{tag:0} appears to be really happy!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
137,msg_partner_558,{tag:0} seems a little relieved!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
138,msg_partner_559,"{tag:0} seems very happy to
be so close!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
139,msg_partner_560,{tag:0} appears to be very excited!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
140,msg_partner_561,{tag:0} jumped a little!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
141,msg_partner_562,{tag:0} appears to be very happy!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
142,msg_partner_563,"{tag:0} is paying close
attention to its surroundings!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
5,msg_partner_017,{tag:0} suddenly snuggled up to you!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
6,msg_partner_018,{tag:0} is taking in its surroundings.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
7,msg_partner_019,{tag:0} is happily following you!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
8,msg_partner_020,{tag:0} looks like it wants to play!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
9,msg_partner_021,{tag:0} is looking sweetly at you!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
10,msg_partner_022,{tag:0} is following you energetically.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
11,msg_partner_023,{tag:0} is happily dancing about!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
12,msg_partner_024,{tag:0} snuggled up to you happily.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
13,msg_partner_025,{tag:0} is looking at you very happily!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
14,msg_partner_026,{tag:0} is cheerily following you!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
143,msg_partner_564,{tag:0} seems very satisfied!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
15,msg_partner_028,{tag:0} is staring at your face.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
16,msg_partner_029,"{tag:0} turned your way and
seemed to grin happily!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
17,msg_partner_030,{tag:0} is happily bouncing around!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
18,msg_partner_031,{tag:0} looks really pleased!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
144,msg_partner_565,{tag:0} is looking at you blankly.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
145,msg_partner_566,{tag:0} looks like it wants to lead!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
19,msg_partner_034,{tag:0} is looking you right in the eye!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
20,msg_partner_035,{tag:0} averted its gaze...,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
146,msg_partner_567,{tag:0} appears to be a little tired.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
21,msg_partner_037,{tag:0} poked at your legs.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
22,msg_partner_038,{tag:0} vigorously produced a flame.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
23,msg_partner_039,{tag:0} suddenly started getting angry!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
24,msg_partner_040,"{tag:0} is poking and playing
with the ground.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
25,msg_partner_041,{tag:0} is in high spirits!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
147,msg_partner_568,{tag:0} appears to be a bit bashful!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
148,msg_partner_569,"{tag:0} seems to be having difficulty
moving around!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
149,msg_partner_570,{tag:0} is happily cuddling up to you!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
26,msg_partner_045,{tag:0} is poking your stomach!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
150,msg_partner_571,{tag:0} put in extra effort!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
151,msg_partner_572,{tag:0} is staring at you.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
27,msg_partner_048,{tag:0} is looking around restlessly.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
152,msg_partner_573,"{tag:0} danced around in a
carefree way!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
153,msg_partner_574,{tag:0} is moving around happily!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
154,msg_partner_575,"{tag:0} can’t seem to decide if
it’s sleepy or not.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
155,msg_partner_576,{tag:0} bumped into your legs!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
156,msg_partner_577,{tag:0} is staring at your head...,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
157,msg_partner_578,{tag:0} is carefully scanning the area!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
158,msg_partner_579,{tag:0} is surveying the area!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
28,msg_partner_056,{tag:0} has a lot of energy!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
29,msg_partner_057,{tag:0}’s energy is overflowing!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
30,msg_partner_058,{tag:0} looked your way and smirked.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
159,msg_partner_580,"{tag:0} looks like it’s about to
fall over!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
160,msg_partner_581,{tag:0} suddenly roared!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
161,msg_partner_582,"{tag:0} is playfully touching
the ground.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
162,msg_partner_583,"{tag:0} is rolling a pebble
around playfully.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
163,msg_partner_584,"{tag:0} is smelling the scents
of the surrounding air.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
164,msg_partner_585,{tag:0} let out a roar!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
165,msg_partner_586,"{tag:0} is so happy, it started
rolling around.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
31,msg_partner_066,{tag:0}’s flame puffed!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
166,msg_partner_587,"{tag:0} seemed very happy to
greet you.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
32,msg_partner_068,{tag:0} is snuffling at the ground.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
33,msg_partner_069,"{tag:0} is steadily poking at
the ground.",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
34,msg_partner_070,{tag:0} looks somewhat tired.,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
167,msg_partner_588,"{tag:0} seems very happy and
is rolling around!",0,-1,54,1080,1,"-1
0
0
-1
0",1,1,2,0,0,0,,0
168,msg_partner_589,{tag:0} has a goofy expression!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
169,msg_partner_590,{tag:0} cried out very loudly!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
35,msg_partner_074,{tag:0} whipped vines!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
36,msg_partner_075,{tag:0} played with a vine!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
170,msg_partner_591,{tag:0} yawned widely!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
171,msg_partner_592,{tag:0} roared!,0,-1,54,1080,0,"-1
0
0
-1
0",1,1,2,0,0,0,,0
